GrLivArea,TotalBath,BedroomAbvGr,OverallQual,Age,TotalSF,GarageCars,IsRemodeled,SalePrice
2153,2.5,3,9,9,3593,3,0,313000
1032,2.0,3,6,29,2064,2,0,148000
1872,2.5,3,8,8,3171,2,0,261500
1120,1.0,3,5,0,2240,0,0,147000
630,1.0,1,4,38,1260,0,0,75500
1054,1.0,3,6,47,1990,2,0,137500
1509,2.5,3,6,4,2292,2,1,183200
832,1.0,2,6,54,1664,2,0,105500
1828,2.0,3,9,0,3650,3,0,314813
2262,2.5,4,8,5,3744,3,0,305000
864,1.0,2,3,94,1728,0,1,67000
2614,2.5,4,6,34,4136,2,1,240000
980,1.0,3,5,32,1960,2,0,135000
1512,2.5,2,6,7,2268,2,0,168500
1790,2.0,4,6,34,2522,2,0,165150
1116,1.5,3,6,48,2232,2,0,160000
1422,1.0,3,5,47,2400,1,1,139900
1520,1.0,3,6,55,2676,1,1,153000
2080,2.0,5,5,38,3120,2,0,135000
1350,1.5,3,6,44,2598,2,0,168500
1750,1.0,3,5,126,2386,1,1,124000
1554,2.0,2,8,1,3108,2,0,209500
1411,2.0,3,7,32,2797,2,0,82500
1056,1.0,3,5,53,2112,1,1,139400
1056,0.0,0,6,30,2112,2,0,144000
3395,2.0,8,6,93,4320,0,1,200000
800,1.0,1,2,73,1064,0,1,60000
1387,2.0,3,5,55,2198,1,0,93000
796,1.0,2,5,98,1592,0,1,85000
1567,2.0,1,8,0,3087,3,0,264561
1518,1.5,1,8,5,3036,2,1,274000
1929,2.5,3,7,6,2986,2,0,226000
2704,2.5,4,8,37,4656,2,1,345000
1620,2.5,4,5,38,2400,2,0,152000
1766,2.5,2,9,0,3532,3,0,370878
981,1.5,3,6,36,1962,2,0,143250
1048,1.0,3,5,58,1048,2,0,98300
1094,1.0,3,6,55,2188,2,0,155000
1839,1.5,4,6,44,2595,2,0,155000
630,1.0,1,4,37,1260,0,0,84500
1665,2.5,3,7,1,2478,2,0,205950
1510,1.0,4,4,69,2265,1,1,108000
1716,2.5,2,7,13,2596,2,0,191000
1469,1.0,3,6,102,2225,1,1,135000
2113,2.5,2,8,13,4222,3,0,350000
1092,1.5,3,6,39,1617,1,0,88000
1053,1.5,3,5,49,2106,1,1,145500
1502,1.5,3,7,77,2278,1,1,149000
1458,1.0,3,6,62,2370,1,1,97500
1486,1.0,3,5,45,2972,2,1,167000
1935,2.5,3,7,31,2728,2,0,197900
2448,2.5,4,8,15,4077,3,1,402000
1392,1.0,2,6,41,2784,2,0,110000
1181,2.0,3,4,36,2319,2,0,137500
2097,1.5,1,8,1,4174,3,1,423000
1936,2.5,3,8,6,3342,2,0,230500
2380,2.5,3,6,42,3401,2,1,129000
1679,2.0,3,6,14,3087,2,1,193500
1437,1.5,3,5,50,2625,2,1,168000
1180,1.0,2,4,84,1880,1,1,137500
1476,2.5,3,6,4,2214,2,0,173500
1369,2.0,3,6,84,2041,1,1,103600
1208,1.5,3,6,29,2416,2,0,165000
1839,2.0,3,6,50,3316,2,1,257500
1136,1.0,3,6,43,2272,1,0,140000
1441,2.5,3,6,31,2296,2,0,148500
1774,2.0,4,4,106,2869,3,1,87000
792,1.0,2,5,85,1560,1,1,109500
2046,2.5,3,8,1,4092,3,0,372500
988,1.0,3,5,46,1976,2,0,128500
923,2.0,2,6,30,1846,1,0,143000
1520,1.0,3,5,77,2313,1,1,159434
1291,1.0,2,6,12,2582,2,1,173000
1668,2.0,3,9,5,3294,3,0,285000
1839,2.5,4,7,12,3034,2,0,221000
2090,2.0,3,7,23,3280,2,0,207500
1761,3.0,3,7,0,2635,2,0,227875
1102,2.5,2,7,3,1653,2,0,148800
1419,2.0,2,8,0,2838,2,0,392000
1362,2.0,2,6,2,2724,2,1,194700
848,1.0,1,6,4,1696,2,0,141000
2519,2.5,4,7,17,3729,2,1,335000
1073,1.0,2,5,85,2146,1,1,108480
1539,1.5,3,5,73,2466,2,1,141500
1137,2.0,2,6,19,2249,2,0,176000
616,1.0,2,5,85,1232,1,1,89000
1148,1.0,2,5,54,2128,1,0,123500
894,1.0,3,5,45,1788,1,1,138500
1391,2.0,2,7,4,2782,2,0,196000
1800,2.0,3,8,4,3600,3,0,312500
1164,1.5,3,7,37,2328,2,0,140000
2576,2.5,4,8,0,3810,3,0,361919
1812,2.0,4,5,110,2172,2,1,140000
1484,2.0,3,7,6,2957,2,1,213000
1092,2.0,3,4,80,1092,0,1,55000
1824,2.0,2,7,36,3467,2,1,302000
1324,2.0,2,8,3,2648,2,0,254000
1456,2.5,3,7,0,2184,2,0,179540
904,1.0,3,5,42,1780,1,0,109900
729,1.0,2,3,73,999,0,1,52000
1178,1.0,2,4,110,2037,1,1,102776
1228,2.0,2,8,20,2456,2,1,189000
960,1.0,3,4,36,1920,2,0,129000
1479,2.5,3,6,34,2204,2,1,130500
1350,2.0,3,6,35,2414,2,0,165000
2554,1.5,3,7,117,3272,2,1,159500
1178,1.5,3,5,35,2354,2,1,157000
2418,2.5,3,7,15,3729,3,1,341000
971,1.5,3,5,37,1942,1,0,128500
1742,2.0,2,8,21,3484,2,0,275000
848,1.0,1,6,6,1696,2,0,143000
864,1.0,3,4,39,1728,2,0,124500
1470,2.0,4,4,54,2411,1,1,135000
1698,2.0,3,9,2,3396,3,1,320000
864,1.0,3,4,39,1728,2,0,120500
1680,2.0,3,6,21,2560,2,1,222000
1232,2.0,2,7,2,2464,2,0,194500
1776,2.0,4,5,51,3360,3,0,110000
1208,1.0,2,4,84,1628,2,1,103000
1616,2.0,2,8,15,3211,2,1,236500
1146,2.0,3,7,4,2014,2,0,187500
2031,2.5,3,7,10,3184,2,1,222500
1144,1.0,3,5,48,2008,1,1,131400
948,1.0,3,5,39,1896,1,0,108000
1768,1.5,2,7,92,2648,2,1,163000
1040,2.0,2,3,56,1040,2,0,93500
1801,2.5,3,8,1,2694,3,0,239900
1200,3.0,3,5,22,2400,0,1,179000
1728,2.5,3,7,5,2592,2,0,190000
1432,2.0,2,5,97,1696,2,1,132000
912,1.0,3,6,47,1824,1,1,142000
1349,2.0,3,7,7,2698,2,1,179000
1464,2.0,3,5,46,1984,2,1,175000
1337,2.0,2,8,15,2674,2,0,180000
2715,3.5,4,8,32,3857,2,1,299800
2256,2.5,4,7,9,3208,2,0,236000
2640,1.5,4,7,129,3880,4,1,265979
1720,2.0,3,7,14,3440,2,0,260400
1529,2.0,4,4,64,1529,1,1,98000
1140,1.0,3,4,100,1716,0,1,96500
1320,2.5,3,7,4,1980,2,0,162000
1494,2.0,3,6,9,2973,2,0,217000
2098,2.5,3,8,1,3128,3,0,275500
1026,1.0,3,6,40,2052,2,1,156000
1471,2.5,3,6,10,2200,2,0,172500
1768,2.5,3,8,2,2634,2,0,212000
1386,2.5,3,6,32,2058,2,0,158900
1501,2.5,3,7,9,2245,2,0,179400
2531,2.5,4,8,12,3849,3,0,290000
864,1.0,2,6,50,1728,1,0,127500
1301,1.0,2,5,85,2446,2,1,100000
1547,2.5,3,7,1,2303,2,0,215200
2365,2.5,3,8,10,3617,3,0,337000
1494,1.5,2,8,11,2988,2,1,270000
1506,2.0,2,9,0,3004,2,0,264132
1714,2.5,3,7,22,2694,2,0,196500
1750,2.0,4,6,68,2733,1,1,160000
1836,2.0,3,7,2,3696,2,1,216837
3279,3.5,4,8,7,4929,3,0,538000
858,1.0,2,5,27,1716,2,0,134900
1220,1.0,2,4,55,2056,2,0,102000
1117,1.0,3,6,34,2146,2,0,107000
912,1.0,2,5,49,1824,1,0,114500
1973,2.0,3,8,1,3908,3,0,395000
1204,2.0,2,6,11,2408,2,0,162000
1614,2.0,3,7,1,3228,3,1,221500
894,1.0,3,5,32,1758,2,0,142500
2020,2.0,4,5,30,2020,2,0,144000
1004,1.0,2,6,29,1979,2,0,135000
1253,2.0,3,7,12,2490,2,1,176000
1603,2.5,3,6,14,2364,2,0,175900
1430,2.0,3,7,8,2843,2,1,187100
1110,1.0,1,5,31,2207,2,0,165500
1484,2.0,3,6,94,2226,0,1,128000
1342,2.0,3,6,42,2714,2,0,161500
1652,2.0,4,5,95,2338,1,1,139000
2084,2.5,4,7,6,3040,2,0,233000
901,1.0,2,4,54,1802,1,1,107900
2087,2.5,5,6,41,2919,2,1,187500
1145,2.0,2,7,4,2290,2,1,160200
1062,1.0,3,6,31,2091,2,0,146800
2013,2.5,3,7,11,3130,2,1,269790
1496,2.0,3,8,0,2992,2,0,225000
1895,2.5,3,7,14,2607,2,1,194500
1564,2.5,3,6,30,2214,2,1,171000
1285,1.5,3,6,30,1945,2,0,143500
773,1.0,2,5,55,1546,1,0,110000
3140,3.5,4,9,1,5066,3,1,485000
1768,1.5,3,5,70,2499,1,1,175000
1688,2.5,4,6,11,2304,2,0,200000
1196,1.0,2,4,91,2392,2,1,109900
1456,2.5,3,7,3,2184,2,0,189000
2822,3.5,4,9,1,4556,3,1,582933
1128,1.0,2,5,52,2064,1,0,118000
1428,2.0,3,7,0,2845,2,0,227680
980,2.0,3,5,39,1960,1,0,135500
1576,1.5,3,5,86,2900,2,1,223500
1086,1.0,3,5,40,2110,2,0,159950
2138,2.0,2,5,111,2987,2,1,106000
1309,1.5,3,6,32,2349,2,1,181000
848,1.0,1,6,4,1696,2,0,144500
1044,1.0,2,5,58,1584,2,0,55993
1442,1.5,4,6,49,2884,1,0,157900
1250,1.5,3,5,88,1936,1,1,116000
1661,2.0,3,7,12,3310,2,0,224900
1008,1.0,2,5,52,2016,1,0,137000
1689,2.0,3,8,6,3257,3,0,271000
1052,1.0,3,6,39,2062,2,0,155000
1358,2.0,2,7,1,2716,2,1,224000
1640,2.5,3,7,5,2438,2,0,183000
936,1.0,2,4,56,1872,2,0,93000
1733,2.5,3,7,4,2580,2,0,225000
1489,2.0,3,6,69,2267,1,1,139500
1489,2.0,3,8,0,2978,2,0,232600
2084,2.0,2,10,1,4162,3,1,385000
784,1.0,2,5,84,1568,0,1,109500
1434,2.0,3,7,8,2888,2,0,189000
2126,2.5,3,5,42,3139,2,0,185000
1223,2.5,2,7,1,1743,2,0,147400
1392,1.5,3,6,51,2784,2,0,166000
1200,2.5,2,7,1,1720,2,0,151000
1829,2.5,3,7,7,2770,2,0,237000
1516,1.5,3,6,45,3032,2,0,167000
1144,1.0,3,5,47,2288,2,0,139950
1067,2.0,2,4,60,2134,2,1,128000
1559,1.0,2,5,59,3118,2,1,153500
987,1.5,2,6,35,1470,1,0,100000
1099,1.5,3,5,13,2198,1,1,144000
1200,1.0,3,5,62,1968,1,1,130500
1482,2.0,4,6,83,2154,1,1,140000
1539,2.0,3,5,104,2189,2,1,157500
1165,1.5,3,6,42,2292,2,0,174900
1800,2.0,6,5,46,3600,0,0,141000
1416,1.5,4,5,93,2292,3,1,153900
1701,2.0,3,5,32,3091,2,1,171000
1775,2.5,3,7,16,2515,2,0,213000
864,1.0,3,5,37,1728,1,0,133500
2358,3.0,5,6,100,3265,2,1,240000
1855,2.5,3,6,31,2383,2,1,187000
848,1.0,1,6,4,1696,2,0,131500
1456,2.0,2,8,3,2729,2,0,215000
1646,2.0,4,7,66,2564,1,1,164000
1445,1.5,3,6,45,2572,2,0,158000
1779,1.5,3,5,51,3542,2,1,170000
1040,1.5,3,5,48,2080,1,1,127000
1026,1.0,3,6,30,1966,2,0,147000
1481,2.5,3,6,15,2183,2,1,174000
1370,2.0,3,7,33,2460,2,0,152000
2654,2.5,4,6,38,3708,2,1,250000
1426,1.5,3,7,89,2338,1,1,189950
1039,1.5,3,5,45,2078,2,0,131500
1097,2.0,3,6,26,2137,2,1,152000
1148,1.0,3,5,50,2296,1,0,132500
1372,2.0,3,7,1,2744,2,1,250580
1002,1.0,3,5,39,2004,2,0,148500
1646,2.0,3,8,1,3284,3,1,248900
1120,1.5,3,4,46,2160,2,0,129000
2320,2.0,2,5,58,2267,2,1,169000
1949,2.5,3,7,17,2999,2,1,236000
894,1.0,2,5,47,1788,1,0,109500
1682,2.5,3,6,12,2486,2,0,200500
910,1.0,3,5,55,1015,2,1,116000
1268,1.0,3,5,60,1868,1,1,133000
1131,1.5,3,5,68,1807,1,1,66500
2610,2.5,4,8,0,3794,2,0,303477
1040,1.0,3,4,44,2104,2,0,132250
2224,2.5,4,9,5,3686,3,1,350000
1155,1.0,3,5,49,2264,2,1,148000
864,1.0,3,5,31,1728,1,1,136500
1090,1.5,2,5,2,2180,2,1,157000
1717,2.5,3,7,17,2873,2,1,187500
1593,2.5,3,6,17,2401,2,1,178000
2230,1.0,5,4,94,2544,1,1,118500
892,1.0,3,5,42,1784,1,0,100000
1709,2.0,2,9,9,3407,2,1,328900
1712,2.0,4,5,47,3338,2,1,145000
1393,1.5,3,5,53,2209,1,0,135500
2217,2.0,4,8,37,4434,2,0,268000
1505,1.0,2,6,56,3010,2,0,149500
924,1.0,3,5,58,1596,2,1,122900
1683,2.5,3,6,31,2601,2,0,172500
1068,1.0,3,6,43,2127,1,1,154500
1383,1.0,3,5,54,2766,1,0,165000
1535,2.0,4,5,30,1535,2,0,118858
1796,1.5,4,6,45,2576,2,0,140000
951,1.0,2,4,70,1902,1,1,106500
2240,2.0,6,5,30,2240,2,0,142953
2364,2.5,2,9,1,4694,3,1,611657
1236,1.0,3,5,45,2148,1,1,135000
858,1.0,2,4,36,1716,1,0,110000
1306,1.0,2,5,52,2298,1,1,153000
1509,2.5,3,7,3,2292,2,0,180000
1670,2.0,3,7,0,3340,3,0,240000
902,1.0,3,5,40,1778,1,0,125500
1063,1.0,3,5,56,2119,1,0,128000
1636,2.0,3,8,1,3259,3,0,255000
2057,1.5,3,7,70,3074,1,1,250000
902,1.0,2,5,23,1766,2,0,131000
1484,2.5,3,6,4,2226,2,0,174000
2274,2.0,5,5,50,3379,2,0,154300
1268,1.5,3,5,32,2536,1,1,143500
1015,1.0,3,5,81,1783,1,1,88000
2002,2.0,4,5,58,3003,3,1,145000
1224,2.5,2,6,0,1836,2,0,173733
1092,1.5,3,4,37,1638,1,0,75000
480,0.0,1,2,57,960,1,1,35311
1229,1.0,3,4,53,2363,1,0,135000
2127,2.5,4,7,16,3231,3,0,238000
1414,1.0,3,6,50,2598,2,1,176500
1721,2.5,3,6,13,2649,2,0,201000
2200,3.0,4,5,108,3472,0,1,145900
1316,2.0,3,6,1,2632,2,1,169990
1617,2.0,2,6,15,3221,2,1,193000
1686,2.0,3,6,26,3372,2,0,207500
1126,2.0,3,5,31,2252,2,0,175000
2374,2.5,4,8,4,3555,3,1,285000
1978,2.5,4,7,40,2810,2,0,176000
1788,2.0,3,8,8,3541,2,0,236500
2236,2.5,4,7,9,3200,2,0,222000
1466,2.0,3,8,2,2932,3,0,201000
925,1.0,2,5,44,1850,1,0,117500
1905,2.0,3,9,1,3810,3,0,320000
1500,2.0,3,7,5,3000,2,0,190000
2069,2.0,4,7,48,2654,2,1,242000
747,1.0,1,4,80,1347,2,1,79900
1200,2.0,2,7,6,2376,2,0,184900
1971,2.5,3,7,4,3084,2,0,253000
1962,2.5,3,7,0,3353,3,0,239799
2403,2.0,4,7,70,3435,1,1,244400
1728,2.0,4,6,30,3456,2,0,150900
2060,2.5,3,7,10,3052,2,0,214000
1440,2.0,4,4,30,2880,0,0,150000
1632,2.0,4,5,40,3264,2,0,143000
1344,1.0,3,6,51,2163,2,0,137500
1869,1.0,2,5,119,2837,2,1,124900
1144,1.0,3,5,47,2288,1,0,143000
1629,2.0,3,8,5,3245,3,1,270000
1776,2.5,3,7,4,2712,2,0,192500
1381,1.5,3,6,38,2542,2,1,197500
864,1.0,3,5,57,1728,2,1,129000
965,1.0,3,5,41,1793,1,0,119900
768,1.0,2,5,37,1536,1,1,133900
1968,2.5,4,5,39,2752,2,0,172000
980,2.0,4,6,31,1925,0,0,127500
1958,2.0,4,6,61,2937,2,1,145000
1229,1.5,2,6,29,1790,2,0,124000
1057,1.0,3,5,45,2114,2,0,132000
1337,2.0,3,7,4,2674,2,0,185000
1416,2.5,3,7,11,2112,2,0,155000
858,1.0,2,5,52,1716,0,1,116500
2872,2.5,4,6,31,4202,2,1,272000
1548,2.5,3,6,31,2352,2,0,155000
1800,2.0,2,9,2,3600,2,0,239000
1894,2.5,4,7,8,2711,2,1,214900
1484,2.5,3,6,2,2267,2,1,178900
1308,1.5,2,5,69,2036,1,1,160000
1098,1.0,3,5,53,2196,1,0,135000
968,1.0,2,3,99,1568,0,1,37900
1095,1.0,2,6,48,1683,1,0,140000
1192,1.5,4,4,57,1912,0,1,135000
1626,2.0,2,7,6,2390,2,1,173000
918,2.0,2,6,31,1836,1,0,99500
1428,2.0,3,7,1,2856,2,1,182000
2019,1.0,3,7,99,2747,2,1,167500
1382,2.5,3,7,6,2055,2,0,165000
869,1.0,2,4,83,1309,0,1,85500
1241,1.5,1,7,1,2482,2,1,199900
894,1.0,3,4,53,1788,2,0,110000
1121,1.0,3,5,46,2242,2,0,139000
999,1.0,3,7,47,1943,2,1,178400
2612,2.5,4,8,11,3837,3,1,336000
1266,2.0,2,7,1,2532,2,0,159895
2290,2.5,4,8,6,3418,2,0,255900
1734,2.0,4,5,32,1734,2,0,126000
1164,1.0,3,5,58,2328,1,0,125000
1635,1.0,2,6,96,2120,1,1,117000
1940,2.5,3,9,1,3870,3,1,395192
2030,2.5,4,6,31,2878,2,0,195000
1576,2.5,3,7,0,2346,2,0,197000
2392,2.5,3,8,9,3788,3,1,348000
1742,1.5,4,8,127,2658,2,1,168000
1851,2.5,3,6,43,2673,2,1,187000
1500,2.5,3,6,1,2250,2,1,173900
1718,2.0,3,10,3,3418,3,1,337500
1230,1.5,3,4,60,1977,1,1,121600
1050,1.0,3,5,45,2100,1,0,136500
1442,2.0,2,6,39,2884,2,0,185000
1077,1.0,3,3,84,2084,1,1,91000
1208,2.0,2,7,4,2395,2,0,206000
944,1.0,2,3,57,944,2,0,82000
691,1.0,2,5,87,1382,1,1,86000
1574,2.0,3,8,2,3148,3,0,232000
1680,2.0,4,5,31,3360,2,0,136905
1504,2.0,1,7,4,2850,2,1,181000
985,2.0,3,5,31,1970,1,0,149900
1657,2.0,3,6,37,3314,2,0,163500
1092,1.5,3,4,39,1638,1,0,88000
1710,2.0,3,7,5,3420,2,1,240000
1522,2.0,4,5,80,2016,0,1,102000
1271,2.0,4,5,60,1991,1,1,135000
1664,2.0,4,5,45,1664,0,0,100000
1502,1.5,3,6,84,2104,1,1,165000
1022,1.0,2,5,99,2044,1,1,85000
1082,1.0,2,6,59,2164,1,1,119200
1665,2.5,3,8,8,2475,2,0,227000
1504,2.0,3,7,13,3008,2,0,203000
1360,1.0,1,8,25,2580,2,0,187500
1472,2.5,3,7,16,1856,2,1,160000
1506,2.0,2,7,1,2868,2,0,213490
1132,1.5,2,4,3,2264,2,0,176000
1220,2.0,2,7,0,2419,2,0,194000
1248,1.0,2,5,77,2160,1,1,87000
1504,2.0,2,7,3,2850,2,1,191000
2898,2.0,2,8,32,4463,2,0,287000
882,1.0,3,5,35,1764,2,0,112500
1264,1.0,3,5,50,2532,2,0,167500
1646,2.0,3,8,1,3284,3,1,293077
1376,1.0,3,5,66,2144,1,1,105000
1218,1.5,3,6,34,1890,1,0,118000
1928,2.0,5,5,90,2614,0,1,160000
3082,2.5,5,7,89,3509,2,1,197000
2520,2.5,5,8,13,3858,3,0,310000
1654,2.0,3,7,4,3308,3,0,230000
954,1.0,2,5,69,1874,1,1,119750
845,1.0,3,4,52,845,1,0,84000
1620,2.0,2,9,2,3240,3,1,315500
2263,2.5,3,8,7,3318,2,1,287000
1344,1.5,3,4,39,1890,0,1,97000
630,1.0,1,4,39,1260,1,0,80000
1803,2.0,3,5,49,2937,2,1,155000
1632,1.5,4,6,42,2432,2,1,173000
1306,2.0,1,6,4,2612,2,0,196000
2329,2.5,4,7,18,3804,2,0,262280
2524,2.5,4,8,28,5048,2,0,278000
1733,2.0,4,3,54,1733,2,0,139600
2868,3.5,4,9,1,4860,3,1,556581
990,1.0,3,5,14,1980,2,1,145000
1771,1.0,3,5,49,1771,2,1,115000
930,1.0,2,4,64,930,1,1,84900
1302,2.0,3,7,0,2604,2,0,176485
1316,2.0,3,7,0,2632,2,0,200141
1977,1.5,4,6,43,2793,2,1,165000
1526,1.0,4,5,53,2742,1,1,144500
1989,2.5,3,8,4,3054,2,0,255000
1523,2.0,3,6,32,2716,2,0,180000
1364,2.0,2,7,1,2728,2,0,185850
1850,2.5,3,7,15,2823,2,0,248000
2184,2.5,3,9,1,3288,3,0,335000
1991,1.5,3,6,75,2845,2,1,220000
1338,2.0,2,8,9,2676,2,0,213500
894,1.0,2,3,73,1788,3,1,81000
2337,2.0,5,5,107,2999,2,1,90000
1103,1.0,2,6,81,2206,2,1,110500
1154,1.5,3,5,43,2308,2,0,154000
2260,2.5,3,7,14,3566,2,1,328000
1571,2.5,3,6,16,2370,2,1,178000
1611,1.5,4,6,44,2391,2,0,167900
2521,2.5,5,6,33,3463,2,0,151400
893,1.0,2,5,58,1738,2,1,135000
1048,1.0,3,5,51,2096,1,0,135000
1556,1.5,4,6,41,2283,2,0,154000
1456,1.0,4,5,58,2266,1,1,91500
1426,1.5,3,6,32,2116,2,0,159500
1240,2.0,2,7,1,2480,3,0,194000
1740,1.5,3,7,67,2540,1,1,219500
1466,2.0,3,5,70,2262,2,1,170000
1096,1.0,3,5,37,2192,1,0,138800
848,1.0,1,6,2,1696,2,0,155900
990,1.0,3,5,13,1980,1,0,126000
1258,2.0,3,6,37,2516,2,1,145000
1040,1.5,3,5,47,2080,1,0,133000
1459,2.0,3,7,5,2918,2,0,192000
1251,1.0,3,6,42,2502,1,0,160000
1498,2.5,3,6,11,2189,2,1,187500
996,1.0,2,6,18,1932,2,0,147000
1092,1.5,3,4,37,1638,1,0,83500
1953,2.5,3,8,4,3035,3,1,252000
1709,2.0,3,7,2,2679,2,0,137500
1247,1.5,1,8,1,2494,2,0,197000
1040,2.0,2,3,59,1040,2,0,92900
1252,2.5,2,7,9,1852,2,1,160000
1694,2.0,4,6,83,2875,2,1,136500
1200,1.5,1,5,41,2064,2,1,146000
936,1.0,2,5,54,1872,1,1,129000
1314,2.0,3,6,1,2628,2,0,176432
1355,1.5,3,6,93,2039,0,1,127000
1088,1.5,2,8,21,2162,2,0,170000
1324,1.0,3,4,73,1996,1,1,128000
1601,2.0,3,7,31,2872,2,0,157000
438,1.0,1,2,89,728,1,1,60000
950,1.0,3,5,36,1900,1,0,119500
1134,1.0,2,5,47,2144,1,1,135000
1194,1.0,3,6,47,1849,2,0,159500
1302,2.5,3,5,37,1932,2,0,106000
2622,2.5,3,8,16,4085,2,1,325000
1442,2.0,3,7,17,2352,2,1,179900
2021,2.5,3,7,0,2889,2,0,274725
1690,2.5,3,6,7,2614,2,0,181000
1836,2.0,3,8,5,3672,3,1,280000
1658,2.5,3,6,13,2431,2,1,188000
1964,2.5,4,7,32,2767,2,0,205000
816,1.0,2,5,49,1632,1,0,129900
1008,1.0,2,5,54,2016,1,1,134500
833,1.0,2,5,52,1666,1,1,117000
1734,2.0,3,8,0,3468,3,0,318000
1419,2.5,3,8,7,1827,2,0,184100
894,1.0,3,5,41,1788,2,1,130000
1601,1.0,3,5,50,2134,1,1,140000
1040,1.0,3,5,47,2080,1,0,133700
1012,1.0,2,6,87,2024,1,1,118400
1552,2.0,3,7,1,3104,3,1,212900
960,1.0,3,4,53,1632,1,0,112000
698,1.0,2,5,62,1396,0,1,118000
1482,2.5,3,7,15,1866,2,0,163900
1005,1.0,2,4,54,2010,2,0,115000
1555,2.0,2,7,2,2928,3,0,174000
1530,2.0,3,7,3,3060,3,0,259000
1959,2.5,4,7,3,2806,2,1,215000
936,1.0,2,5,27,1872,2,0,140000
1981,2.0,4,4,81,3103,2,1,135000
974,1.0,3,5,16,1948,0,1,93500
2210,2.0,5,6,127,3218,1,1,117500
2020,2.5,3,8,14,3148,2,0,239500
1600,2.5,3,6,10,2516,2,0,169000
986,1.0,2,6,81,1946,1,1,102000
1252,1.0,3,6,58,2284,1,0,119000
1020,1.0,2,5,135,1800,0,1,94000
1567,2.0,2,6,32,3134,2,0,196000
1167,1.0,3,5,87,2082,2,1,144000
952,1.0,2,5,57,1904,2,0,139000
1868,2.5,4,5,33,2648,2,0,197500
2828,3.0,4,8,1,4294,3,1,424870
1006,1.0,3,5,49,2012,0,0,80000
924,1.0,2,4,69,1596,1,1,80000
1576,1.0,3,5,78,2618,1,1,149000
1298,2.0,3,6,21,2596,2,0,180000
1564,1.5,3,7,68,2268,1,1,174500
1111,1.0,2,7,82,1683,1,1,116900
1482,1.0,3,7,89,2132,2,1,143000
932,1.0,2,6,57,1864,1,0,124000
1466,1.5,3,5,47,2932,2,0,149900
1811,1.0,2,6,50,2884,2,1,230000
816,1.0,2,6,78,1632,1,1,120500
1820,2.0,4,7,43,2684,2,1,201800
1437,2.0,3,5,31,2874,2,1,218000
1265,2.0,3,5,43,2484,2,1,179900
1314,2.0,2,7,2,2628,2,1,230000
1580,2.0,3,8,1,3160,3,1,235128
1876,2.5,4,6,34,2777,2,0,185000
1456,2.5,3,6,32,2311,2,0,146000
1640,1.0,3,6,54,2936,2,1,224000
894,1.0,3,5,39,1788,2,0,129000
1258,1.0,0,4,39,2456,2,0,108959
1432,1.5,2,5,29,2792,2,0,194000
1502,2.0,3,7,0,3004,2,0,233170
1694,2.0,3,8,2,3388,3,0,245350
1671,2.5,3,6,6,2630,2,0,173000
2108,2.0,4,6,73,3235,2,1,235000
3627,3.5,4,10,11,5557,3,1,625000
1118,1.0,3,6,31,2214,1,0,171000
1261,1.0,3,6,50,2522,2,0,163000
1250,2.5,2,7,2,1875,2,1,171900
3086,3.0,3,5,61,4205,0,1,200500
2345,2.5,4,6,74,3297,2,1,239000
2872,2.5,4,8,15,4555,2,1,285000
923,1.0,3,5,24,1799,1,1,119500
1224,1.0,3,6,83,2042,1,1,115000
1343,1.5,3,5,88,2074,1,1,154900
1124,1.0,3,5,52,1124,0,0,93000
2514,2.5,4,7,16,3730,2,1,250000
1652,2.0,2,8,0,3252,2,0,392500
1130,1.0,2,5,86,2250,2,1,120000
1572,1.5,3,5,44,3144,3,0,186700
1221,1.0,4,5,82,2005,1,1,104900
1699,2.0,3,3,109,2677,2,1,95000
1624,2.0,2,8,12,3248,3,1,262000
1660,2.5,3,7,7,2491,2,0,195000
1804,2.5,3,7,11,2798,2,0,189000
1622,1.0,3,4,46,2871,4,1,168000
1441,2.5,2,8,8,2217,2,1,174000
1472,1.0,3,5,82,2174,1,1,125000
1224,2.0,2,6,10,2448,2,0,165000
1352,1.5,4,6,41,2015,1,0,158000
1456,2.5,3,6,3,2184,2,0,176000
1863,2.5,4,7,0,2742,3,0,219210
1690,1.0,3,7,90,2505,1,1,144000
1212,2.0,3,7,8,2424,2,0,178000
1382,1.5,3,4,43,2433,2,1,148000
864,1.0,3,4,36,1728,1,0,116050
1779,2.5,3,7,11,2645,2,0,197900
1348,1.0,3,5,84,2232,1,1,117000
1630,2.0,3,7,9,3260,2,1,213000
1074,1.5,3,5,31,2130,2,0,153500
2196,2.0,3,7,19,4354,3,1,271900
1056,1.0,2,4,40,2112,1,0,107000
1700,2.0,3,6,3,3382,2,0,200000
1283,1.0,3,5,46,2214,2,1,140000
1660,2.0,3,8,0,3320,2,0,290000
1845,2.5,3,6,18,2900,2,0,189000
1752,2.0,4,8,22,2311,2,1,164000
672,1.0,2,4,68,1344,1,1,113000
960,0.0,0,4,41,1608,1,1,145000
999,1.0,3,5,44,1924,1,0,134500
894,1.0,3,5,41,1788,1,0,125000
1902,2.0,4,6,32,1902,2,0,112000
1314,2.0,3,8,0,2614,2,0,229456
912,1.0,2,4,59,912,0,1,80500
1218,1.5,3,6,35,1890,0,0,91500
912,1.0,2,5,42,1824,1,0,115000
1211,1.0,3,5,40,2163,1,0,134000
